Name,Contact,Address,Website,Google Maps URL
Big Bike Point,09503386008,"near Post Office, Dhanvantari Colony, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Big+Bike+Point/data=!4m7!3m6!1s0x3bc2c1692ccaf8fd:0xc762824c5cb30540!8m2!3d18.5438507!4d73.9249669!16s%2Fg%2F11byyrwjr_!19sChIJ_fjKLGnBwjsRQAWzXEyCYsc?authuser=0&hl=en&rclk=1
Ride And Repairs,08766573024,"shop no 1, Ride and Repairs, Ghorpadi Rd, opposite SBI Bank, Mundhwa, Pune, Maharashtra 411036",https://rideandrepairs.com/,https://www.google.com/maps/place/Ride+And+Repairs/data=!4m7!3m6!1s0x3bc2c14c7c123ddb:0x55119a5662cca9c2!8m2!3d18.5341437!4d73.9260108!16s%2Fg%2F11ym7z_gg6!19sChIJ2z0SfEzBwjsRwqnMYlaaEVU?authuser=0&hl=en&rclk=1
Ramesh Auto Garage,09545450960,"Esh Kripa Society, 15, Vidhya Nagar, Shri Home Housing Society, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Ramesh+Auto+Garage/data=!4m7!3m6!1s0x3bc2c1c302a85cff:0xa6d62430644521d2!8m2!3d18.5550704!4d73.9251861!16s%2Fg%2F11slhn0z_3!19sChIJ_1yoAsPBwjsR0iFFZDAk1qY?authuser=0&hl=en&rclk=1
Shri Ganesh Auto Garage: bike scooter service repair,09096503685,"703, Hanuman Nagar, Keshav Nagar, Mundhwa, Pune, Maharashtra 411036",,https://www.google.com/maps/place/Shri+Ganesh+Auto+Garage:+bike+scooter+service+repair/data=!4m7!3m6!1s0x3bc2c31c8e52ad7f:0xb857a74f77a9f478!8m2!3d18.536219!4d73.9480372!16s%2Fg%2F11sh4xx2sy!19sChIJf61SjhzDwjsRePSpd0-nV7g?authuser=0&hl=en&rclk=1
City Car Care,09890359299,"Chaya Society HV3X+3G8 Shastri Nagar, Chowk, Pune - Ahilyanagar Hwy, Pune, Maharashtra 411006",,https://www.google.com/maps/place/City+Car+Care/data=!4m7!3m6!1s0x3bc2c119ba6eee2b:0x9601f2e270c9ea8d!8m2!3d18.5526533!4d73.8988339!16s%2Fg%2F11c2lsgn0s!19sChIJK-5uuhnBwjsRjerJcOLyAZY?authuser=0&hl=en&rclk=1
Arya Auto Garage,07350421275,"Shastrinagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Arya+Auto+Garage/data=!4m7!3m6!1s0x3bc2c168f27fd8b1:0xc012d467e6d34395!8m2!3d18.5567153!4d73.8969756!16s%2Fg%2F11rj6704zq!19sChIJsdh_8mjBwjsRlUPT5mfUEsA?authuser=0&hl=en&rclk=1
Bike's Heaven - Bike Spare Parts & Garage Services in Ghorpadi,08341811201,"Bikes Heaven, Bhagwan Tatyasaheb Kawade Rd, near Palm Groves, opp. Sadhna Bank, Palm Groves Society, Ghorpadi, Pune, Maharashtra 411036",,https://www.google.com/maps/place/Bike%27s+Heaven+-+Bike+Spare+Parts+%26+Garage+Services+in+Ghorpadi/data=!4m7!3m6!1s0x3bc2c1bb95cb9a57:0x99e05a1a6beaa164!8m2!3d18.5244783!4d73.9064348!16s%2Fg%2F11m6s5nhhr!19sChIJV5rLlbvBwjsRZKHqaxpa4Jk?authuser=0&hl=en&rclk=1
Umesh Auto Services,07744019005,"Adarsh Colony, Tingre Nagar, Pune, Maharashtra 411015",,https://www.google.com/maps/place/Umesh+Auto+Services/data=!4m7!3m6!1s0x3bc2c12aecdbe907:0x40a30e375bb10d50!8m2!3d18.5769239!4d73.8904837!16s%2Fg%2F11b7xnwmr7!19sChIJB-nb7CrBwjsRUA2xWzcOo0A?authuser=0&hl=en&rclk=1
Valvoline Bike Xpert - Prianshu Auto,09850424132,"next to Meru Hotel, Lumbini Nagar, Sangamvadi, Pune, Maharashtra 411001",https://www.valvoline.com/en-in,https://www.google.com/maps/place/Valvoline+Bike+Xpert+-+Prianshu+Auto/data=!4m7!3m6!1s0x3bc2c1dbc013e98d:0x149e8c56b21bd4de!8m2!3d18.5358576!4d73.8743962!16s%2Fg%2F11s65brfxr!19sChIJjekTwNvBwjsR3tQbslaMnhQ?authuser=0&hl=en&rclk=1
Pandit 2 Wheeler service centre,,"Sr No. 210,Ashok Devkar,Gangapur,Dorabji Road,Viman Nagar chowk, 14, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Pandit+2+Wheeler+service+centre/data=!4m7!3m6!1s0x3bc2c10a0d0c20e9:0x8b4934c5b4c4af38!8m2!3d18.5602037!4d73.9157809!16s%2Fg%2F11vx4wpt2s!19sChIJ6SAMDQrBwjsROK_EtMU0SYs?authuser=0&hl=en&rclk=1
myTVS,,"No 3, Two Wheeler Services, Phulenagar, Yerawada, Pune, Maharashtra 411006",https://mytvs.in/,https://www.google.com/maps/place/myTVS/data=!4m7!3m6!1s0x3bc2c1a57f58f8d9:0x990d967a73c1f12a!8m2!3d18.5591!4d73.8767!16s%2Fg%2F11sppccdxk!19sChIJ2fhYf6XBwjsRKvHBc3qWDZk?authuser=0&hl=en&rclk=1
SA Autocraft Garaje (Pickup - Drop service),09309366678,"Ghorpadi rod, 46, chowk, Lonkar Ali, Magarpatta, Mundhwa, Pune, Maharashtra 411036",,https://www.google.com/maps/place/SA+Autocraft+Garaje+%28Pickup+-+Drop+service%29/data=!4m7!3m6!1s0x3bc2c100611dc201:0x9cfc9a73d4ae08f2!8m2!3d18.5329706!4d73.9325689!16s%2Fg%2F11mrswv89b!19sChIJAcIdYQDBwjsR8giu1HOa_Jw?authuser=0&hl=en&rclk=1
Royal Auto Service Station,,"Surbhi Complex, Shop No 10, near Bharat Sawant Petrol Pump, Vishrantwadi, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Royal+Auto+Service+Station/data=!4m7!3m6!1s0x3bc2c14084b5bb01:0xffa2bd0cb56737d1!8m2!3d18.5655069!4d73.8774364!16s%2Fg%2F11gjq17mm3!19sChIJAbu1hEDBwjsR0TdntQy9ov8?authuser=0&hl=en&rclk=1
Saikrupa two wheeler service center,07481870703,"Tribhuvan'z, House 3, HariNagar, Lane 3, Kalyani Nagar - Wadgaon Sheri Road Kalyani Nagar, Kalyani Nagar - Wadgaon Sheri Rd, near The Bishop's Co-Ed School, Adarsh Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Saikrupa+two+wheeler+service+center/data=!4m7!3m6!1s0x3bc2c10040325881:0x4868e64f2201045d!8m2!3d18.5523167!4d73.9083367!16s%2Fg%2F11wp7r_34g!19sChIJgVgyQADBwjsRXQQBIk_maEg?authuser=0&hl=en&rclk=1
Ride 4 Repair - All For Bike repair & Services in Kharadi,08484976796,"Gera Banglow Soc, 411014, IT Park Road, near Phoenix school, Tukaram Nagar, Kharadi, Pune, Maharashtra 411021",http://www.rideandrepairs.com/,https://www.google.com/maps/place/Ride+4+Repair+-+All+For+Bike+repair+%26+Services+in+Kharadi/data=!4m7!3m6!1s0x3bc2bf594f4b6f01:0x5aeacdd8bd565969!8m2!3d18.5513208!4d73.9351558!16s%2Fg%2F11vy6j12x8!19sChIJAW9LT1m_wjsRaVlWvdjN6lo?authuser=0&hl=en&rclk=1
Om car clinic Car Service in Viman Nagar,08048054887,"Sr No, 31 3B, Airport Rd, near Maruti Nexa Showroom, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014",http://www.carservicespune.com/,https://www.google.com/maps/place/Om+car+clinic+Car+Service+in+Viman+Nagar/data=!4m7!3m6!1s0x3bc2c11580b6490f:0x2c048a797ed43728!8m2!3d18.5605011!4d73.9067908!16s%2Fg%2F11bz0khwlb!19sChIJD0m2gBXBwjsRKDfUfnmKBCw?authuser=0&hl=en&rclk=1
Auto Clinic,07709150668,"Plot 16/ C, Kasturba Society C Rd, Near Hotel Samruddhi, Siddheshwar Nagar, Kasturba Housing Society, Vishrantwadi, Pune, Maharashtra 411015",,https://www.google.com/maps/place/Auto+Clinic/data=!4m7!3m6!1s0x3bc2c0d38b89c799:0xd4e7a635e845b99!8m2!3d18.5739459!4d73.8827098!16s%2Fg%2F11btxhtn3k!19sChIJmceJi9PAwjsRmVuEXmN6Tg0?authuser=0&hl=en&rclk=1
Valvoline Bike Xpert - Venkateshwara Auto,09822146970,"Survey No 21, Swami Samarth Colony, Raghav Patel Nagar, near Hotel Jagdamb, Raghoba Patil Nagar, Sainath Nagar, Kharadi, Pune, Maharashtra 411014",https://www.valvolineglobal.com/en-in/,https://www.google.com/maps/place/Valvoline+Bike+Xpert+-+Venkateshwara+Auto/data=!4m7!3m6!1s0x3bc2c172bf1c64fd:0xae0d9c1acdbc10c0!8m2!3d18.5399781!4d73.9339427!16s%2Fg%2F11q22cvxtr!19sChIJ_WQcv3LBwjsRwBC8zRqcDa4?authuser=0&hl=en&rclk=1
Shinde Auto Garage,09850859416,"Shop No1, Tauji Nagar, Survey Number 2, Mahadev Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Shinde+Auto+Garage/data=!4m7!3m6!1s0x3bc2c1655fb7e3ef:0xa93d87c7f4e05165!8m2!3d18.5486507!4d73.9244267!16s%2Fg%2F1pp2vls9z!19sChIJ7-O3X2XBwjsRZVHg9MeHPak?authuser=0&hl=en&rclk=1
Sai bike service,,"Lane Number 5, Suyojana Society, Kavadewadi, Koregaon Park, Pune, Maharashtra 411001",,https://www.google.com/maps/place/Sai+bike+service/data=!4m7!3m6!1s0x3bc2c1e10aa3c401:0x1626162fa646e321!8m2!3d18.5350098!4d73.8970382!16s%2Fg%2F11pv3ttp0j!19sChIJAcSjCuHBwjsRIeNGpi8WJhY?authuser=0&hl=en&rclk=1
Ashok Auto Garage,09422509226,"Shop No 1, Agarwal Building, Sai Nagari, Pune Nagar Road, Chandan Nagar, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Ashok+Auto+Garage/data=!4m7!3m6!1s0x3bc2c15c45335b5d:0xe548bbee36721188!8m2!3d18.5626523!4d73.9292037!16s%2Fg%2F1tdz7w3s!19sChIJXVszRVzBwjsRiBFyNu67SOU?authuser=0&hl=en&rclk=1
Xtreme Bike Point,,"Shop no 3, Ganesh Nagar Rd, near niramay hospital, Survey Number 2, Bajirao Nagar, Mahadev Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Xtreme+Bike+Point/data=!4m7!3m6!1s0x3bc2c10027a9acd5:0x89b16754f7540881!8m2!3d18.5500017!4d73.9248038!16s%2Fg%2F11mrsh67t6!19sChIJ1aypJwDBwjsRgQhU91RnsYk?authuser=0&hl=en&rclk=1
Balaji Auto Garage And Cycle Work,09116483102,"Sr No, 12/1, opp. St Arnold's School, Adarsh Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Balaji+Auto+Garage+And+Cycle+Work/data=!4m7!3m6!1s0x3bc2c16cc9b81cf7:0xda8981ef45c5af43!8m2!3d18.5505834!4d73.9121057!16s%2Fg%2F11s3zbg76f!19sChIJ9xy4yWzBwjsRQ6_FRe-Bido?authuser=0&hl=en&rclk=1
Shivkumar Auto Service,09422988466,"Police Station, Chowk, near Yerwada, Shastrinagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Shivkumar+Auto+Service/data=!4m7!3m6!1s0x3bc2c1193251d99b:0x2515b35e8e768bf8!8m2!3d18.552551!4d73.895297!16s%2Fg%2F1pp2w_1k_!19sChIJm9lRMhnBwjsR-It2jl6zFSU?authuser=0&hl=en&rclk=1
Shiv Auto Care,08600476626,"Survey no.10, Golf Club Rd, Ashok Nagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Shiv+Auto+Care/data=!4m7!3m6!1s0x3bc2c141a053f4bb:0x7c362e3fc19b5c2c!8m2!3d18.5531509!4d73.8830047!16s%2Fg%2F11pyjssyv7!19sChIJu_RToEHBwjsRLFybwT8uNnw?authuser=0&hl=en&rclk=1
Samadhan Automobiles,09168201881,"Airport Road, Golf Club Chowk, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Samadhan+Automobiles/data=!4m7!3m6!1s0x3bc2c11e25b99d23:0x5ca56a30f205e349!8m2!3d18.5519651!4d73.8893331!16s%2Fg%2F1tdgyrby!19sChIJI525JR7BwjsRSeMF8jBqpVw?authuser=0&hl=en&rclk=1
Sai Auto,09096460218,"GVRM+CCW, Bund Garden Rd, Bund Garden, Sangamvadi, Pune, Maharashtra 411001",,https://www.google.com/maps/place/Sai+Auto/data=!4m7!3m6!1s0x3bc2c1254da080b3:0xa9b4d41fd385849e!8m2!3d18.5411175!4d73.8835892!16s%2Fg%2F11lls2yxh8!19sChIJs4CgTSXBwjsRnoSF0x_UtKk?authuser=0&hl=en&rclk=1
Auto Garage,08554860281,"Shop no 3 Ganesh Nagar road near niramay hospital vadgaon Sheri, Wadagon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Auto+Garage/data=!4m7!3m6!1s0x3bc2c7695eae7c93:0xccf267dbda7cc9d7!8m2!3d18.5500161!4d73.9248014!16s%2Fg%2F11vd6b7rhz!19sChIJk3yuXmnHwjsR18l82ttn8sw?authuser=0&hl=en&rclk=1
Maruti bike and scooter garage,,"No 2 235, A/77, Sanjay Park Main Rd, Survey Number 235, Yerawada, Pune, Maharashtra 411032",,https://www.google.com/maps/place/Maruti+bike+and+scooter+garage/data=!4m7!3m6!1s0x3bc2c100501a2def:0xd3b576f4bde09193!8m2!3d18.57159!4d73.9008979!16s%2Fg%2F11y5cmc69v!19sChIJ7y0aUADBwjsRk5HgvfR2tdM?authuser=0&hl=en&rclk=1
New India Automobile 2 Wheeler Service,09763863541,"GVWM+3G5, opp. Rajiv Gandhi Hospital, Nawanagar, Salwe Nagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/New+India+Automobile+2+Wheeler+Service/data=!4m7!3m6!1s0x3bc2c1ebe9900a29:0xfedb03e144f3a4ae!8m2!3d18.5451431!4d73.8838583!16s%2Fg%2F11h4wl6_kz!19sChIJKQqQ6evBwjsRrqTzROED2_4?authuser=0&hl=en&rclk=1
TOY GARAGE,07030031365,"Kalyani Nagar - Wadgaon Sheri Rd, near ST. ARNOLDS CENTRAL SCHOOL, Adarsh Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",https://wa.me/toygaragepune,https://www.google.com/maps/place/TOY+GARAGE/data=!4m7!3m6!1s0x3bc2ebd981620545:0xf83b79d68770078d!8m2!3d18.551169!4d73.9122533!16s%2Fg%2F11nsb9qwwd!19sChIJRQVigdnrwjsRjQdwh9Z5O_g?authuser=0&hl=en&rclk=1
Nilesh Auto Lines (BAJAJ Authorised Service Center),09850709697,"Yerwada,Sr.No 14, Near Ambedkar College,, Jai Jawan Nagar, Shri Krishana Mandir Road,Yerwada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Nilesh+Auto+Lines+%28BAJAJ+Authorised+Service+Center%29/data=!4m7!3m6!1s0x3bc2c0e6754b6dcb:0x7f66d9b2f3d1a214!8m2!3d18.5490983!4d73.8786729!16s%2Fg%2F1pp2vmk31!19sChIJy21LdebAwjsRFKLR87LZZn8?authuser=0&hl=en&rclk=1
Vishwakarma Automobiles Pune aka Moto Culture,09552443800,"Sanjay Park Main Rd, Survey Number 235, Air Force Area, Sanjay Park, Pune, Maharashtra 411032",http://www.brcpune.com/,https://www.google.com/maps/place/Vishwakarma+Automobiles+Pune+aka+Moto+Culture/data=!4m7!3m6!1s0x3bc2c14dcacc7adb:0x6a19915a1fc9a22a!8m2!3d18.5714619!4d73.9009215!16s%2Fg%2F11rhh4m6wm!19sChIJ23rMyk3BwjsRKqLJH1qRGWo?authuser=0&hl=en&rclk=1
Jay Ganesh Auto Garage,08530087010,"105, Acolade Road, Sambhagi Nagar, Kharadi, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Jay+Ganesh+Auto+Garage/data=!4m7!3m6!1s0x3bc2c17121adf25f:0x8fedc5ee41cd6b31!8m2!3d18.5470983!4d73.935843!16s%2Fg%2F11l_gfjq1w!19sChIJX_KtIXHBwjsRMWvNQe7F7Y8?authuser=0&hl=en&rclk=1
Racing Repair Shop,08888254044,"2nd building After, gagangiri mangal karyalay, lane no.752, Dhanori-Lohegaon Rd, Bhairav Nagar, Dhanori, Pune, Maharashtra 411015",,https://www.google.com/maps/place/Racing+Repair+Shop/data=!4m7!3m6!1s0x3bc2c71ab4272cbb:0xf16bb97668311cff!8m2!3d18.5843979!4d73.8844892!16s%2Fg%2F11m5nrqvf_!19sChIJuywntBrHwjsR_xwxaHa5a_E?authuser=0&hl=en&rclk=1
Sai Auto Garage,08485846693,"Sr. No. 161/ 1, Plot. No. 4 Tingre Nagar Airport Road Vishrantwadi Pune,, Pune, Maharashtra 411015",,https://www.google.com/maps/place/Sai+Auto+Garage/data=!4m7!3m6!1s0x3bc2c0d5c56efd1b:0x7073f05b7b5a0bf8!8m2!3d18.5737574!4d73.8866944!16s%2Fg%2F11c6dcyzzp!19sChIJG_1uxdXAwjsR-Atae1vwc3A?authuser=0&hl=en&rclk=1
BIKE WORLD AUTO,09075487857,"Shop No 5, Ram Krishna Plaza, opp. IDBI Bank, Kumar Samrudhi Society, Vishrantwadi, Pune, Maharashtra 411015",,https://www.google.com/maps/place/BIKE+WORLD+AUTO/data=!4m7!3m6!1s0x3bc2c0d443dd8fbf:0x43edb0a55cb98e31!8m2!3d18.574267!4d73.8848386!16s%2Fg%2F11t5n531bm!19sChIJv4_dQ9TAwjsRMY65XKWw7UM?authuser=0&hl=en&rclk=1
Vijay Auto Service Centre,09325014531,"1/83, Ganesh Nagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Vijay+Auto+Service+Centre/data=!4m7!3m6!1s0x3bc2c0e3d4527cd9:0xbf9bd177910f3f54!8m2!3d18.5500297!4d73.8857804!16s%2Fg%2F11bt_j53l7!19sChIJ2XxS1OPAwjsRVD8PkXfRm78?authuser=0&hl=en&rclk=1
Guru Datta Auto,09860080099,"S. No. 48/4, Ganesh Nagar, Opp. Kran Rader Co., Wadgaon Sheri, Raghavendra Nagar, Kharadi, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Guru+Datta+Auto/data=!4m7!3m6!1s0x3bc2c166bdbfcea5:0xeb7ad10db6f5ca7d!8m2!3d18.5543641!4d73.9287316!16s%2Fg%2F1pp2vk7_f!19sChIJpc6_vWbBwjsRfcr1tg3Reus?authuser=0&hl=en&rclk=1
"OKCAR - Car Service, Car Repair, Car Denting Painting, Car AC Service, Car Detailing, Car Inspection and PDI in Viman Nagar",09075747693,"Sakore Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014",https://okcarhub.com/car-service-center-in-vimannagar/,"https://www.google.com/maps/place/OKCAR+-+Car+Service,+Car+Repair,+Car+Denting+Painting,+Car+AC+Service,+Car+Detailing,+Car+Inspection+and+PDI+in+Viman+Nagar/data=!4m7!3m6!1s0x3bc2c1bd9f3f246f:0x242cbea3c822aec0!8m2!3d18.5614003!4d73.9109073!16s%2Fg%2F11j6dd4lyq!19sChIJbyQ_n73BwjsRwK4iyKO-LCQ?authuser=0&hl=en&rclk=1"
Shree Automobiles (Bajaj Authorised Centre),09890202065,"Shop no. 1&2, Phase 2, Sapras Rd, Gandham Nagar, Khadki, East, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Shree+Automobiles+%28Bajaj+Authorised+Centre%29/data=!4m7!3m6!1s0x3bc2c0e971489d3f:0x946980f62f4fd63f!8m2!3d18.5542363!4d73.8720619!16s%2Fg%2F1pp2wzdy_!19sChIJP51IcenAwjsRP9ZPL_aAaZQ?authuser=0&hl=en&rclk=1
Jaybhagwan Auto Garage,08554860281,"Lane No. 4, Survey Number 2, Bajirao Nagar, Ganesh Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Jaybhagwan+Auto+Garage/data=!4m7!3m6!1s0x3bc2c1004a36ec5f:0x7ab52f40cf4f7922!8m2!3d18.5500064!4d73.924805!16s%2Fg%2F11wj441554!19sChIJX-w2SgDBwjsRInlPz0AvtXo?authuser=0&hl=en&rclk=1
Swami Samarth Auto Services,09763845263,"Shop No 01, opp. Royal Chemist, Yashwant Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Swami+Samarth+Auto+Services/data=!4m7!3m6!1s0x3bc2c160bdaccfdb:0xfadb7bf17f87ef94!8m2!3d18.5581274!4d73.931282!16s%2Fg%2F11cm9b99c0!19sChIJ28-svWDBwjsRlO-Hf_F72_o?authuser=0&hl=en&rclk=1
Om Automobiles,09552132645,"HW3H+X97, Old Mundhwa Rd, near Kuba Masjid, Ganesh Nagar, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Om+Automobiles/data=!4m7!3m6!1s0x3bc2c166380e14f3:0xc7a2575dbecfe27a!8m2!3d18.5549246!4d73.9284124!16s%2Fg%2F11bvt38439!19sChIJ8xQOOGbBwjsReuLPvl1Xosc?authuser=0&hl=en&rclk=1
Sachin Auto Work,09822784781,"Sr. No. 291, Subhash Nagar, Opp. Netaji High School, Yerwada , Pune - 411006, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Sachin+Auto+Work/data=!4m7!3m6!1s0x3bc2c0e1dc5ca205:0x53e21879417dc9b5!8m2!3d18.5515523!4d73.8883192!16s%2Fg%2F1pp2wy1wq!19sChIJBaJc3OHAwjsRtcl9QXkY4lM?authuser=0&hl=en&rclk=1
Sai Auto Works,,"3, Lokmanya Tilak Rd, Gandham Nagar, Yerawada, Kirkee, Maharashtra 411006",,https://www.google.com/maps/place/Sai+Auto+Works/data=!4m7!3m6!1s0x3bc2c0e9fe012c85:0x737f48b777e4f18c!8m2!3d18.5541954!4d73.8718913!16s%2Fg%2F11b6_th7wq!19sChIJhSwB_unAwjsRjPHkd7dIf3M?authuser=0&hl=en&rclk=1
Autowix,07720882222,"Survey No. 31/3A, HW64+3MF, New Airport Rd, next to Maruti Nexa Showroom, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411006",https://www.autowix.in/,https://www.google.com/maps/place/Autowix/data=!4m7!3m6!1s0x3bc2c147b8b70951:0x4cf3e3a8e22e9c3c!8m2!3d18.5603123!4d73.9066746!16s%2Fg%2F11pdwghd0z!19sChIJUQm3uEfBwjsRPJwu4qjj80w?authuser=0&hl=en&rclk=1
SHREE AUTO CARE,09096836027,"Sr. no.52/3, Marutinagar, near Bollywood Multiplex, Wadgaon Sheri, Pune, Maharashtra 411014",,https://www.google.com/maps/place/SHREE+AUTO+CARE/data=!4m7!3m6!1s0x3bc2c17c9f6b4267:0x8b62312ee2469f!8m2!3d18.5461852!4d73.9303514!16s%2Fg%2F11ckw2950c!19sChIJZ0Jrn3zBwjsRn0biLjFiiwA?authuser=0&hl=en&rclk=1
Aayan Auto Spares,09822093059,"sr. No 38, opposite Bhaktamar residency, Kharadkar Nagar, Sainikwadi, Wadgaon Sheri, Pune, Maharashtra 411014",https://www.instagram.com/aayan_auto_spares,https://www.google.com/maps/place/Aayan+Auto+Spares/data=!4m7!3m6!1s0x3bc2c17c3024cf73:0x310fab19a47b31ba!8m2!3d18.5491012!4d73.920809!16s%2Fg%2F11tnlb27kt!19sChIJc88kMHzBwjsRujF7pBmrDzE?authuser=0&hl=en&rclk=1
Mallikarjun AutoCare©,09168753999,"Apt, Shop, Shri Siddhi, near Anand park, Wadgaon Sheri, Rajendrinagar, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Mallikarjun+AutoCare%C2%A9/data=!4m7!3m6!1s0x3bc2c12b9b114959:0x71c518988faf747!8m2!3d18.5524741!4d73.927214!16s%2Fg%2F11yts769m3!19sChIJWUkRmyvBwjsRR_f6iIlRHAc?authuser=0&hl=en&rclk=1
Vijaylaxmi Yamaha Auto Service Done,08042754434,"Fl S, Metro Station, Ground, 30/8A, Pune Nagar Rd, Ramwadi, Viman Nagar, Pune, Maharashtra 411014",https://www.vijaylaxmiyamahabikepune.com/,https://www.google.com/maps/place/Vijaylaxmi+Yamaha+Auto+Service+Done/data=!4m7!3m6!1s0x3bc2c1e62589ee8b:0x97e58430c67fd079!8m2!3d18.5571408!4d73.9082039!16s%2Fg%2F11xl9cfwr7!19sChIJi-6JJebBwjsRedB_xjCE5Zc?authuser=0&hl=en&rclk=1
Anup auto care,09604011339,"shop no 5, Muralidhar appt, Lane Number 7, Tingre Nagar, Pune, Maharashtra 411032",,https://www.google.com/maps/place/Anup+auto+care/data=!4m7!3m6!1s0x3bc2c15e0a65198f:0x6c1b8d72f176544c!8m2!3d18.5757817!4d73.8914269!16s%2Fg%2F11rfczbcqt!19sChIJjxllCl7BwjsRTFR28XKNG2w?authuser=0&hl=en&rclk=1
Standard Auto Works,09372444868,"HVFM+7JX, Sidheshwar Nagar Chowk, Airport Road, Near Sawant Petrol Pump, Tingre Nagar,, Vishrantwadi, Pune, Maharashtra 411015",,https://www.google.com/maps/place/Standard+Auto+Works/data=!4m7!3m6!1s0x3bc2c0d41a636ef9:0x9a34dc730f0018d9!8m2!3d18.5732289!4d73.8841061!16s%2Fg%2F1pp2wwlt6!19sChIJ-W5jGtTAwjsR2RgAD3PcNJo?authuser=0&hl=en&rclk=1
BULLETEER AUTO GARAGE - Royal Enfield Service Station & Spares,09158082323,"Mittal House,Shop no.1,M/2,13,14 Nisarg Co-Op.Society, nr. Doctor Ambedkar Chowk, Pune, Maharashtra 411006",,https://www.google.com/maps/place/BULLETEER+AUTO+GARAGE+-+Royal+Enfield+Service+Station+%26+Spares/data=!4m7!3m6!1s0x3bc2c0e70f5e2ca1:0xf980746be141fd24!8m2!3d18.5529377!4d73.8812451!16s%2Fg%2F11f3cvt14t!19sChIJoSxeD-fAwjsRJP1B4Wt0gPk?authuser=0&hl=en&rclk=1
Bike Point,08087700413,"near Rathod Flower Meel, Ganesh Nagar, Yerawada, Pune, Maharashtra 411006",,https://www.google.com/maps/place/Bike+Point/data=!4m7!3m6!1s0x3bc2c0e13ffc638d:0x989eb0897f261bc6!8m2!3d18.5509078!4d73.8846703!16s%2Fg%2F1pp2vf1vt!19sChIJjWP8P-HAwjsRxhsmf4mwnpg?authuser=0&hl=en&rclk=1
BIKE CARE SERVICES BRANCH NO 3,07767005252,"APPTS,SR NO 2, Anant talkies, SHOP NO 1 RATTAN VILLA, PLOT NO 5, GAON, Shravasti Nagar, Ghorpadi, Pune, Maharashtra 411001",,https://www.google.com/maps/place/BIKE+CARE+SERVICES+BRANCH+NO+3/data=!4m7!3m6!1s0x3bc2c100838fb0ed:0xef51f04e9131dd87!8m2!3d18.5292187!4d73.9020181!16s%2Fg%2F11lzf3ccqm!19sChIJ7bCPgwDBwjsRh90xkU7wUe8?authuser=0&hl=en&rclk=1
Star autobike mechanic,09028628652,"opposite side Agrasen High School, Swatantrya Sainik Nagar, Yerawada, Pune, Maharashtra 411006",https://www.instagram.com/star.auto2011,https://www.google.com/maps/place/Star+autobike+mechanic/data=!4m7!3m6!1s0x3bc2c195b26651df:0x79570fc317c0a035!8m2!3d18.5552229!4d73.8809829!16s%2Fg%2F11xp23r853!19sChIJ31FmspXBwjsRNaDAF8MPV3k?authuser=0&hl=en&rclk=1
Satav Auto Spares,09850028687,"Sai Nagari Lane no 13, 47/5a, Mundhwa - Kharadi Rd, Chandan Nagar, Pune, Maharashtra 411014",,https://www.google.com/maps/place/Satav+Auto+Spares/data=!4m7!3m6!1s0x3bc2c3d805576867:0x8e6e6e00b690ffd9!8m2!3d18.5600434!4d73.9281521!16s%2Fg%2F1tm86whg!19sChIJZ2hXBdjDwjsR2f-QtgBubo4?authuser=0&hl=en&rclk=1
